RAF1	0.004933874200631745
BRSK1	0.00493380547524574
CSNK1D	0.004933805475245667
PLK2	0.004933805475245663
MOS	0.004933805475245627
PAK6	0.004933805475245618
MYO3B	0.004933805475245596
CSNK2A2	0.004933805475245591
CDC42BPB	0.004933805475245591
HIPK3	0.00493380547524559
NEK4	0.00493380547524557
PAK4	0.004933805475245558
NEK10	0.004933805475245558
CSNK1E	0.0049338054752455455
PATZ1	0.004933805475245545
CDC42BPA	0.00493380547524553
MAST1	0.004933805475245521
PIK3R4	0.004933805475245519
MAST4	0.004933805475245509
CDKL2	0.0049338054752455065
HIPK2	0.004933805475245499
CKS1B	0.004933805475245496
PDIK1L	0.004933805475245496
LMTK2	0.004933805475245495
BUB1B	0.0049338054752454934
PLK4	0.004933805475245492
NEK2	0.004933805475245492
MAP4K5	0.004933805475245485
CSNK1G1	0.004933805475245482
DCLK2	0.004933805475245481
CDK10	0.00493380547524548
PRPF4B	0.004933805475245478
PRKCDBP	0.004933805475245478
NEK3	0.004933805475245472
PRKCSH	0.004933805475245471
CSNK2A1	0.004933805475245462
BRSK2	0.0049338054752454605
LATS2	0.004933805475245458
HIPK4	0.004933805475245453
CDK9	0.004933805475245441
PKN2	0.004933805475245441
MYO3A	0.0049338054752454405
CSNK1A1	0.004933805475245435
MAP4K3	0.004933805475245434
GAK	0.004933805475245431
PLK3	0.004933805475245421
MAP3K19	0.00493380547524542
KALRN	0.004933805475245419
PSKH1	0.004933805475245419
PACSIN1	0.004933805475245417
MAP3K12	0.004933805475245417
PSKH2	0.004933805475245417
CDC7	0.004933805475245415
PKN3	0.004933805475245415
PACSIN3	0.004933805475245415
MAP4K2	0.0049338054752454145
MAP3K10	0.004933805475245414
NRK	0.004933805475245412
PDPK1	0.004933805475245411
LIMK1	0.00493380547524541
LRRK1	0.00493380547524541
CDK1	0.004933805475245409
NEK11	0.004933805475245409
PRKG2	0.0049338054752454084
ERN2	0.004933805475245405
HINT1	0.004933805475245403
PIM1	0.004933805475245402
PRKCG	0.004933805475245402
PRKCB	0.004933805475245402
EIF2AK3	0.0049338054752454015
PRKAA2	0.0049338054752454015
PIM2	0.0049338054752454015
PRKCH	0.004933805475245397
MAPKAPK3	0.004933805475245394
PRKCE	0.004933805475245391
PRKCZ	0.00493380547524539
CDK8	0.004933805475245389
CASK	0.004933805475245386
MINK1	0.004933805475245386
MARK4	0.004933805475245384
PRKD2	0.004933805475245384
MASTL	0.004933805475245382
PKN1	0.0049338054752453816
PRKCD	0.004933805475245381
CIT	0.004933805475245379
NUAK1	0.004933805475245377
CDK3	0.004933805475245377
PRKY	0.0049338054752453755
PAK2	0.004933805475245373
DAPK2	0.004933805475245372
CSNK1A1L	0.004933805475245372
EIF2AK1	0.00493380547524537
NEK1	0.004933805475245369
PRKAA1	0.004933805475245369
MKNK2	0.0049338054752453685
PLK1	0.004933805475245365
MARK1	0.004933805475245364
GSG2	0.004933805475245359
EIF2AK4	0.004933805475245358
PRKD3	0.004933805475245357
PAK7	0.004933805475245356
MARK2	0.004933805475245351
OBSCN	0.00493380547524535
MAP4K4	0.004933805475245349
LATS1	0.004933805475245344
CSNK1G3	0.004933805475245339
MAST2	0.004933805475245339
NEK9	0.004933805475245338
NEK6	0.004933805475245337
CLK1	0.004933805475245337
PASK	0.004933805475245329
EIF2AK2	0.004933805475245328
MYLK4	0.004933805475245327
LIMK2	0.0049338054752453234
NEK5	0.004933805475245311
DAPK1	0.004933805475245308
IRAK1	0.004933805475245307
ILK	0.004933805475245307
MTOR	0.004933805475245306
CDKL5	0.0049338054752453035
MAST3	0.0049338054752453035
PRKCI	0.004933805475245303
PRKD1	0.004933805475245299
CDK5R2	0.004933805475245297
CHEK2	0.004933805475245293
ERN1	0.0049338054752452905
NEK8	0.004933805475245288
MAPKAPK5	0.004933805475245287
OXSR1	0.004933805475245285
PRKCQ	0.0049338054752452835
PAK3	0.004933805475245272
HUNK	0.004933805475245262
DMPK	0.004933805475245254
DCLK3	0.004933805475245249
MAPKAPK2	0.004933805475245247
CDC42BPG	0.004933805475245244
PKMYT1	0.0049338054752452384
PAK1	0.004933805475245237
MELK	0.0049338054752452246
IRAK4	0.004933805475245224
MARK3	0.004933805475245222
DAPK3	0.00493380547524522
NUAK2	0.0049338054752452185
NEK7	0.004933805475245216
CSNK1G2	0.004933805475245192
MKNK1	0.004933805475245186
DCLK1	0.0049338054752451795
LRRK2	0.004933805475245178
BUB1	0.004933805475245176
CHEK1	0.004933805475245151
LMTK3	0.004933805475245142
HIPK1	0.004933805475245138
PINK1	0.004933805475245136
MAP4K1	0.004933805475245135
PRKDC	0.004933805475245123
MARCKS	0.004933805475245077
IRAK3	0.004933805475244983
BRAF	0.0037593984976319406
STK4	0.0020521580848468952
AKT1	0.0020521580848468805
VRK3	0.0020521580848468788
a [protein] (L-serine/L-threonine) phosphate	0.0020521580848468684
WNK2	0.002052158084846865
ULK3	0.0020521580848468627
STK32C	0.0020521580848468306
STK17B	0.002052158084846824
STK40	0.002052158084846818
TRPM6	0.0020521580848468176
STK36	0.002052158084846815
TNIK	0.002052158084846815
STK19	0.0020521580848468102
STK16	0.0020521580848468102
TSSK4	0.0020521580848468094
STK10	0.0020521580848468068
VRK2	0.002052158084846802
TTN	0.0020521580848468007
TAOK2	0.0020521580848467985
RPS6KA3	0.002052158084846796
AKT3	0.002052158084846795
AATK	0.002052158084846795
ARAF	0.0020521580848467938
WNK3	0.0020521580848467933
TSSK6	0.002052158084846787
ACVRL1	0.002052158084846785
STK32A	0.0020521580848467842
RIOK2	0.0020521580848467834
RPS6KL1	0.0020521580848467825
SBK2	0.002052158084846778
ATR	0.002052158084846778
BCR	0.002052158084846778
SIK2	0.0020521580848467777
RPS6KB1	0.002052158084846775
TLK1	0.002052158084846773
STK32B	0.002052158084846772
SLK	0.0020521580848467716
YWHAG	0.002052158084846771
RPS6KA6	0.002052158084846768
STK25	0.002052158084846767
SPEG	0.0020521580848467643
BMP2K	0.002052158084846763
STK38L	0.0020521580848467617
WNK1	0.0020521580848467612
RPS6KB2	0.0020521580848467612
TAOK3	0.002052158084846759
ACVR1B	0.0020521580848467547
VRK1	0.002052158084846754
ACVR2A	0.0020521580848467534
RIOK3	0.002052158084846752
STK17A	0.002052158084846748
BMPR1B	0.002052158084846745
TP53RK	0.0020521580848467443
TBK1	0.002052158084846744
STK31	0.0020521580848467435
SRPK1	0.0020521580848467426
RPS6KC1	0.0020521580848467374
RIOK1	0.0020521580848467365
